"ID","model","n_points","converged","R2","AIC","AICc","BIC"
"Clavibacter.michiganensis..RDA.R._15_TSB_1","Quadratic",23,TRUE,0.846911445683285,-41.7890114229155,-40.5258535281787,-38.3825287751281
"Clavibacter.michiganensis..RDA.R._15_TSB_1","Logistic",23,TRUE,0.852709624790412,-42.6770543126927,-41.4138964179558,-39.2705716649052
"Clavibacter.michiganensis..RDA.R._25_TSB_1","Quadratic",16,TRUE,0.793158975192259,-13.662846115743,-11.662846115743,-11.3450799490237
"Clavibacter.michiganensis..RDA.R._25_TSB_1","Logistic",16,TRUE,0.961917582106174,-40.7380109011673,-38.7380109011673,-38.4202447344479
"Clavibacter.michiganensis..RDA.R._35_TSB_1","Quadratic",17,TRUE,0.594177876165311,-5.6132128387457,-3.76705899259186,-3.11357280657706
"Clavibacter.michiganensis..RDA.R._35_TSB_1","Logistic",17,TRUE,0.990348941798779,-69.173618255727,-67.3274644095732,-66.6739782235584
"Clavibacter.michiganensis..RDA.R._5_TSB_1","Quadratic",28,TRUE,0.984035246019905,-127.285628441231,-126.285628441231,-123.289014910705
"Clavibacter.michiganensis..RDA.R._5_TSB_1","Logistic",28,TRUE,0.987210301317371,-133.49444251021,-132.49444251021,-129.497828979685
"Clavibacter.michiganensis_15_TSB_1","Quadratic",23,TRUE,0.847812997533238,-42.7147233560115,-41.4515654612746,-39.308240708224
"Clavibacter.michiganensis_15_TSB_1","Logistic",23,TRUE,0.928249734682262,-60.008848663231,-58.7456907684942,-56.6023660154436
"Clavibacter.michiganensis_25_TSB_1","Quadratic",15,TRUE,0.810230548840513,-13.6886560165665,-11.5068378347483,-11.5645054132598
"Clavibacter.michiganensis_25_TSB_1","Logistic",15,TRUE,0.979659479122718,-47.1865798407856,-45.0047616589674,-45.0624292374789
"Clavibacter.michiganensis_35_TSB_1","Quadratic",17,TRUE,0.654953467857841,-4.51003704388922,-2.66388319773537,-2.01039701172057
"Clavibacter.michiganensis_35_TSB_1","Logistic",17,FALSE,NA,NA,NA,NA
"Clavibacter.michiganensis_5_TSB_1","Quadratic",28,TRUE,0.97163711472217,-110.239279417247,-109.239279417247,-106.242665886721
"Clavibacter.michiganensis_5_TSB_1","Logistic",28,TRUE,0.986871260466477,-131.807056398619,-130.807056398619,-127.810442868093
"Dickeya.zeae..RDA.R._15_TSB_1","Quadratic",23,TRUE,0.527775526796315,-12.8498193813113,-11.5866614865744,-9.44333673352384
"Dickeya.zeae..RDA.R._15_TSB_1","Logistic",23,TRUE,0.908340442117208,-50.55540288318,-49.2922449884432,-47.1489202353925
"Dickeya.zeae..RDA.R._25_TSB_1","Quadratic",15,TRUE,0.665551575243298,-5.31700295038067,-3.13518476856248,-3.19285234707404
"Dickeya.zeae..RDA.R._25_TSB_1","Logistic",15,TRUE,0.995809387248467,-71.0115387045384,-68.8297205227202,-68.8873881012318
"Dickeya.zeae..RDA.R._35_TSB_1","Quadratic",18,TRUE,0.201499816292269,5.40653979789752,7.12082551218323,8.07765507158601
"Dickeya.zeae..RDA.R._35_TSB_1","Logistic",18,TRUE,0.776319022992066,-17.4987188765524,-15.7844331622667,-14.827603602864
"Dickeya.zeae..RDA.R._5_TSB_1","Quadratic",27,TRUE,0.319268984210927,-35.4146952388989,-34.3712169780293,-31.5271846408859
"Dickeya.zeae..RDA.R._5_TSB_1","Logistic",27,TRUE,0.326895528608409,-35.7188959765884,-34.6754177157189,-31.8313853785754
"Dickeya.zeae_15_TSB_1","Quadratic",25,TRUE,0.60936335908449,-21.6024833022685,-20.4596261594113,-17.9458558276639
"Dickeya.zeae_15_TSB_1","Logistic",25,TRUE,0.917073866569118,-60.3481724999219,-59.2053153570648,-56.6915450253173
"Dickeya.zeae_25_TSB_1","Quadratic",16,TRUE,0.643467149270284,-3.08090670162785,-1.08090670162785,-0.76314053490851
"Dickeya.zeae_25_TSB_1","Logistic",16,TRUE,0.97196984541096,-43.7712347532898,-41.7712347532898,-41.4534685865704
"Dickeya.zeae_35_TSB_1","Quadratic",18,TRUE,0.252058471985067,10.4165100155718,12.1307957298575,13.0876252892602
"Dickeya.zeae_35_TSB_1","Logistic",18,TRUE,0.942893640823751,-35.8868578208175,-34.1725721065318,-33.215742547129
"Dickeya.zeae_5_TSB_1","Quadratic",28,TRUE,0.615883622390762,-71.4317699627149,-70.4317699627149,-67.4351564321893
"Dickeya.zeae_5_TSB_1","Logistic",28,TRUE,0.212055801429728,-51.3142823629861,-50.3142823629861,-47.3176688324605
"Enterobacter.sp._15_TSB_1","Quadratic",29,TRUE,0.640099178891237,-22.7959557968742,-21.8359557968742,-18.6940683069148
"Enterobacter.sp._15_TSB_1","Logistic",29,FALSE,NA,NA,NA,NA
"Enterobacter.sp._25_TSB_1","Quadratic",17,TRUE,0.937691964896139,-36.9022055845498,-35.0560517383959,-34.4025655523811
"Enterobacter.sp._25_TSB_1","Logistic",17,TRUE,0.98231557611762,-58.3121100725892,-56.4659562264354,-55.8124700404206
"Enterobacter.sp._35_TSB_1","Quadratic",17,TRUE,0.381179879748983,2.65484860969806,4.50100245585191,5.15448864186671
"Enterobacter.sp._35_TSB_1","Logistic",17,TRUE,0.995786931495534,-82.1687490202651,-80.3225951741113,-79.6691089880965
"Enterobacter.sp._5_TSB_1","Quadratic",28,TRUE,0.606529547830679,-65.6324770567429,-64.6324770567429,-61.6358635262173
"Enterobacter.sp._5_TSB_1","Logistic",28,TRUE,0.994507053033926,-185.235627177979,-184.235627177979,-181.239013647454
"Escherichia coli_10_C02 Beef Striploins_4","Quadratic",9,TRUE,0.98916276012511,-33.6314304831546,-28.8314304831546,-33.0397567511459
"Escherichia coli_10_C02 Beef Striploins_4","Logistic",9,TRUE,0.940126229520433,-18.2481788520798,-13.4481788520798,-17.6565051200711
"Escherichia coli_10_Vacuum Beef Striploins_4","Quadratic",6,TRUE,0.962869794176629,-8.60560873961796,3.39439126038204,-9.23033033193379
"Escherichia coli_10_Vacuum Beef Striploins_4","Logistic",6,TRUE,0.972712441212004,-10.4536083509637,1.54639164903634,-11.0783299432795
"Escherichia coli_12_C02 Beef Striploins_4","Quadratic",7,TRUE,0.991891057835567,-29.5906777142321,-21.5906777142321,-29.7529472670662
"Escherichia coli_12_C02 Beef Striploins_4","Logistic",7,TRUE,0.900979549685161,-12.0741648964378,-4.07416489643775,-12.2364344492718
"Escherichia coli_12_Vacuum Beef Striploins_4","Quadratic",7,TRUE,0.993404164998123,-21.449566273337,-13.449566273337,-21.611835826171
"Escherichia coli_12_Vacuum Beef Striploins_4","Logistic",7,TRUE,0.986475070989478,-16.4228929681836,-8.42289296818358,-16.5851625210176
"Escherichia coli_15_C02 Beef Striploins_4","Quadratic",7,TRUE,0.993074120140933,-21.2479889703039,-13.2479889703039,-21.410258523138
"Escherichia coli_15_C02 Beef Striploins_4","Logistic",7,TRUE,0.991964375431767,-20.2076515766746,-12.2076515766746,-20.3699211295086
"Escherichia coli_15_Vacuum Beef Striploins_4","Quadratic",5,TRUE,0.989170640368727,-9.42302721612347,14.5769727838765,-10.5947134788212
"Escherichia coli_15_Vacuum Beef Striploins_4","Logistic",5,FALSE,NA,NA,NA,NA
"Escherichia coli_20_C02 Beef Striploins_4","Quadratic",6,TRUE,0.995675749943318,-20.1257401552942,-8.12574015529419,-20.75046174761
"Escherichia coli_20_C02 Beef Striploins_4","Logistic",6,TRUE,0.996724187558442,-21.7917770511127,-9.79177705111268,-22.4164986434285
"Escherichia coli_20_Vacuum Beef Striploins_4","Quadratic",6,TRUE,0.985335869866243,-10.9685762439653,1.03142375603473,-11.5932978362811
"Escherichia coli_20_Vacuum Beef Striploins_4","Logistic",6,TRUE,0.993547844537196,-15.8945170216018,-3.89451702160184,-16.5192386139177
"Escherichia coli_30_C02 Beef Striploins_4","Quadratic",7,TRUE,0.994260894667573,-19.9155016037711,-11.9155016037711,-20.0777711566052
"Escherichia coli_30_C02 Beef Striploins_4","Logistic",7,TRUE,0.998085617714955,-27.6008599047534,-19.6008599047534,-27.7631294575875
"Escherichia coli_30_Vacuum Beef Striploins_4","Quadratic",6,TRUE,0.967347143676599,-5.913132048026,6.086867951974,-6.53785364034183
"Escherichia coli_30_Vacuum Beef Striploins_4","Logistic",6,TRUE,0.98007950059356,-8.87823012335672,3.12176987664328,-9.50295171567255
"Escherichia coli_8_Vacuum Beef Striploins_4","Quadratic",6,TRUE,0.986237270094965,-19.6922006273157,-7.69220062731573,-20.3169222196316
"Escherichia coli_8_Vacuum Beef Striploins_4","Logistic",6,TRUE,0.98585006772141,-19.5257268411747,-7.52572684117467,-20.1504484334905
"Klebsiella.pneumonia..RDA.R._15_TSB_1","Quadratic",32,TRUE,0.608763964784002,-23.9223448338135,-23.0652019766707,-19.5251371254144
"Klebsiella.pneumonia..RDA.R._15_TSB_1","Logistic",32,TRUE,0.942082318593481,-85.051571463167,-84.1944286060242,-80.6543637547678
"Klebsiella.pneumonia..RDA.R._25_TSB_1","Quadratic",16,TRUE,0.402499173650599,-5.56637449229935,-3.56637449229935,-3.24860832558
"Klebsiella.pneumonia..RDA.R._25_TSB_1","Logistic",16,TRUE,0.998766685800971,-104.495184896379,-102.495184896379,-102.17741872966
"Klebsiella.pneumonia..RDA.R._35_TSB_1","Quadratic",18,TRUE,0.250092033914989,2.80570883565313,4.51999454993885,5.47682410934163
"Klebsiella.pneumonia..RDA.R._35_TSB_1","Logistic",18,TRUE,0.978513376871541,-61.1396498267014,-59.4253641124157,-58.4685345530129
"Klebsiella.pneumonia..RDA.R._5_TSB_1","Quadratic",28,TRUE,0.563224778005699,-67.599488497606,-66.599488497606,-63.6028749670804
"Klebsiella.pneumonia..RDA.R._5_TSB_1","Logistic",28,TRUE,0.143629657507311,-48.7475300839412,-47.7475300839412,-44.7509165534156
"Klebsiella.pneumonia_15_TSB_1","Quadratic",32,TRUE,0.67392501173259,-43.7105237779666,-42.8533809208238,-39.3133160695675
"Klebsiella.pneumonia_15_TSB_1","Logistic",32,TRUE,0.992044873587639,-162.536470263727,-161.679327406584,-158.139262555327
"Klebsiella.pneumonia_25_TSB_1","Quadratic",16,TRUE,0.359013833515296,-4.40624716127489,-2.40624716127489,-2.08848099455555
"Klebsiella.pneumonia_25_TSB_1","Logistic",16,TRUE,0.993254196231763,-77.2716428082233,-75.2716428082233,-74.9538766415039
"Klebsiella.pneumonia_35_TSB_1","Quadratic",18,TRUE,0.220730330728998,6.63427610547308,8.3485618197588,9.30539137916158
"Klebsiella.pneumonia_35_TSB_1","Logistic",18,TRUE,0.991975584170157,-75.7313530611744,-74.0170673468887,-73.0602377874859
"Klebsiella.pneumonia_5_TSB_1","Quadratic",28,TRUE,0.843140903691616,-83.7245127019927,-82.7245127019927,-79.7278991714671
"Klebsiella.pneumonia_5_TSB_1","Logistic",28,TRUE,0.993322816030185,-172.110757204394,-171.110757204394,-168.114143673868
"Lactobacillus plantarum_12_MRS broth_7","Quadratic",16,TRUE,0.982498627108676,-0.71780588440196,1.28219411559804,1.59996028231738
"Lactobacillus plantarum_12_MRS broth_7","Logistic",16,TRUE,0.994004635796921,-17.8584905405908,-15.8584905405908,-15.5407243738714
"Lactobacillus plantarum_16_MRS broth_7","Quadratic",18,TRUE,0.98277291694945,-5.51683754333766,-3.80255182905195,-2.84572226964917
"Lactobacillus plantarum_16_MRS broth_7","Logistic",18,TRUE,0.996509991072939,-34.255249594685,-32.5409638803993,-31.5841343209965
"Lactobacillus plantarum_20_MRS broth_7","Quadratic",16,TRUE,0.988857960988617,-10.3159274531882,-8.31592745318823,-7.99816128646889
"Lactobacillus plantarum_20_MRS broth_7","Logistic",16,TRUE,0.993867216933096,-19.8691530262128,-17.8691530262128,-17.5513868594934
"Lactobacillus plantarum_30_MRS broth_7","Quadratic",13,TRUE,0.992252101673337,-8.97980145585296,-6.3131347891863,-7.28495338346835
"Lactobacillus plantarum_30_MRS broth_7","Logistic",13,TRUE,0.997101827569871,-21.7632381102048,-19.0965714435381,-20.0683900378202
"Lactobacillus plantarum_8_MRS broth_7","Quadratic",10,TRUE,0.944077225466048,-23.2131404814713,-19.2131404814713,-22.3053852024891
"Lactobacillus plantarum_8_MRS broth_7","Logistic",10,TRUE,0.947188739684009,-23.7856132943595,-19.7856132943595,-22.8778580153774
"Lactobacillus sakei_12_MRS broth_7","Quadratic",13,TRUE,0.99078786742766,-7.57781857817638,-4.91115191150971,-5.88297050579177
"Lactobacillus sakei_12_MRS broth_7","Logistic",13,TRUE,0.995058786495596,-15.6756540826722,-13.0089874160055,-13.9808060102876
"Lactobacillus sakei_16_MRS broth_7","Quadratic",14,TRUE,0.994534355295113,-16.2749784988439,-13.8749784988439,-14.3578065099982
"Lactobacillus sakei_16_MRS broth_7","Logistic",14,TRUE,0.993701606299493,-14.2896028232546,-11.8896028232546,-12.3724308344088
"Lactobacillus sakei_20_MRS broth_7","Quadratic",12,TRUE,0.986537301031224,-6.69654625965495,-3.69654625965495,-5.24182631029095
"Lactobacillus sakei_20_MRS broth_7","Logistic",12,TRUE,0.981466791704004,-2.86085013055701,0.13914986944299,-1.40613018119301
"Lactobacillus sakei_30_MRS broth_7","Quadratic",11,TRUE,0.997484911628962,-18.4973967717718,-15.0688253432004,-17.3037109533767
"Lactobacillus sakei_30_MRS broth_7","Logistic",11,TRUE,0.997642236828199,-19.2079371462717,-15.7793657177003,-18.0142513278766
"Lactobacillus sakei_4_MRS broth_7","Quadratic",9,TRUE,0.953675419361075,-4.08390250915709,0.71609749084291,-3.49222877714843
"Lactobacillus sakei_4_MRS broth_7","Logistic",9,TRUE,0.963566857533902,-6.24564717581704,-1.44564717581704,-5.65397344380838
"Lactobacillus sakei_8_MRS broth_7","Quadratic",19,TRUE,0.99401831098001,-26.4880576429013,-24.8880576429013,-23.654740705402
"Lactobacillus sakei_8_MRS broth_7","Logistic",19,TRUE,0.998433324299584,-51.943250389116,-50.343250389116,-49.1099334516167
"Lactobaciulus plantarum_10_MRS_10","Quadratic",151,TRUE,0.9483555658097,-162.251969590811,-162.088704284688,-153.200130080366
"Lactobaciulus plantarum_10_MRS_10","Logistic",151,FALSE,NA,NA,NA,NA
"Lactobaciulus plantarum_15_MRS_10","Quadratic",88,TRUE,0.969978813140034,-122.373592347514,-122.0878780618,-114.94158190408
"Lactobaciulus plantarum_15_MRS_10","Logistic",88,FALSE,NA,NA,NA,NA
"Lactobaciulus plantarum_20_MRS_10","Quadratic",108,TRUE,0.983683952505909,-199.369898544934,-199.139129314164,-191.323504863561
"Lactobaciulus plantarum_20_MRS_10","Logistic",108,TRUE,0.988365965975774,-235.897049674025,-235.666280443256,-227.850655992652
"Lactobaciulus plantarum_25_MRS_10","Quadratic",89,TRUE,0.969739342274701,-102.555360581636,-102.27300764046,-95.0894514724399
"Lactobaciulus plantarum_25_MRS_10","Logistic",89,TRUE,0.988972193193327,-192.394494354045,-192.112141412868,-184.928585244849
"Oscillatoria agardhii Strain 97_15_Z8_8","Quadratic",7,TRUE,0.920094579376652,-23.0556885314628,-15.0556885314628,-23.2179580842969
"Oscillatoria agardhii Strain 97_15_Z8_8","Logistic",7,TRUE,0.916655693886177,-22.7607323256828,-14.7607323256828,-22.9230018785168
"Oscillatoria agardhii Strain 97_20_Z8_8","Quadratic",7,TRUE,0.959086727176724,-26.1297544868035,-18.1297544868035,-26.2920240396376
"Oscillatoria agardhii Strain 97_20_Z8_8","Logistic",7,TRUE,0.958091423765642,-25.9615027663101,-17.9615027663101,-26.1237723191442
"Oscillatoria agardhii Strain 97_25_Z8_8","Quadratic",6,TRUE,0.977747406523674,-23.1760984539555,-11.1760984539555,-23.8008200462714
"Oscillatoria agardhii Strain 97_25_Z8_8","Logistic",6,TRUE,0.978611719051728,-23.4137909125356,-11.4137909125356,-24.0385125048514
"Oscillatoria agardhii Strain 97_30_Z8_8","Quadratic",6,TRUE,0.987646434856321,-33.5603382189803,-21.5603382189803,-34.1850598112961
"Oscillatoria agardhii Strain 97_30_Z8_8","Logistic",6,TRUE,0.862651890375287,-19.1088945055909,-7.10889450559094,-19.7336160979068
"Oscillatoria agardhii StrainCYA 128_15_Z8_8","Quadratic",7,TRUE,0.854319219426647,-25.8482412195343,-17.8482412195343,-26.0105107723684
"Oscillatoria agardhii StrainCYA 128_15_Z8_8","Logistic",7,TRUE,0.858165464393297,-26.0355378225194,-18.0355378225194,-26.1978073753534
"Oscillatoria agardhii StrainCYA 128_20_Z8_8","Quadratic",7,TRUE,0.823642180291858,-20.8884961227636,-12.8884961227636,-21.0507656755977
"Oscillatoria agardhii StrainCYA 128_20_Z8_8","Logistic",7,TRUE,0.819589082888245,-20.7294412529489,-12.7294412529489,-20.891710805783
"Oscillatoria agardhii StrainCYA 128_25_Z8_8","Quadratic",7,TRUE,0.978347296788174,-33.0982304827903,-25.0982304827903,-33.2605000356243
"Oscillatoria agardhii StrainCYA 128_25_Z8_8","Logistic",7,TRUE,0.978141700766981,-33.0320778878857,-25.0320778878857,-33.1943474407197
"Oscillatoria agardhii StrainCYA 128_30_Z8_8","Quadratic",7,TRUE,0.953877984824434,-29.0432480276839,-21.0432480276839,-29.205517580518
"Oscillatoria agardhii StrainCYA 128_30_Z8_8","Logistic",7,TRUE,0.96309748932625,-30.6043236273693,-22.6043236273693,-30.7665931802034
"Pantoea.agglomerans..RDA.R._15_TSB_1","Quadratic",23,TRUE,0.533360451492325,5.99616477431598,7.25932266905282,9.40264742210342
"Pantoea.agglomerans..RDA.R._15_TSB_1","Logistic",23,TRUE,0.948088393689714,-44.5121738180244,-43.2490159232875,-41.1056911702369
"Pantoea.agglomerans..RDA.R._25_TSB_1","Quadratic",16,TRUE,0.682322730196388,-1.97531458215433,0.0246854178456744,0.342451584565017
"Pantoea.agglomerans..RDA.R._25_TSB_1","Logistic",16,TRUE,0.964733563383655,-37.1449831428872,-35.1449831428872,-34.8272169761678
"Pantoea.agglomerans..RDA.R._35_TSB_1","Quadratic",17,TRUE,0.289901063987449,11.8951241304557,13.7412779766096,14.3947641626244
"Pantoea.agglomerans..RDA.R._35_TSB_1","Logistic",17,TRUE,0.93114653444736,-27.7730795871094,-25.9269257409556,-25.2734395549408
"Pantoea.agglomerans..RDA.R._5_TSB_1","Quadratic",28,TRUE,0.827846702102006,-37.6631490048269,-36.6631490048269,-33.6665354743013
"Pantoea.agglomerans..RDA.R._5_TSB_1","Logistic",28,TRUE,0.98844650812658,-113.30228260956,-112.30228260956,-109.305669079034
"Pantoea.agglomerans.1_15_TSB_1","Quadratic",26,TRUE,0.421696100784932,-13.9108822995283,-12.8199732086192,-10.1365926854639
"Pantoea.agglomerans.1_15_TSB_1","Logistic",26,TRUE,0.86884341139916,-52.487279002481,-51.3963699115719,-48.7129893884165
"Pantoea.agglomerans.1_25_TSB_1","Quadratic",15,TRUE,0.933061381316966,-27.508622250468,-25.3268040686499,-25.3844716471614
"Pantoea.agglomerans.1_25_TSB_1","Logistic",15,TRUE,0.950016111826437,-31.8897524022155,-29.7079342203973,-29.7656017989088
"Pantoea.agglomerans.1_35_TSB_1","Quadratic",16,TRUE,0.575371683254015,4.25935423876892,6.25935423876892,6.57712040548826
"Pantoea.agglomerans.1_35_TSB_1","Logistic",16,TRUE,0.981430844815079,-45.8160434678382,-43.8160434678382,-43.4982773011189
"Pantoea.agglomerans.1_5_TSB_1","Quadratic",28,TRUE,0.622752100664476,-28.2593661546721,-27.2593661546721,-24.2627526241465
"Pantoea.agglomerans.1_5_TSB_1","Logistic",28,TRUE,0.995163190783161,-150.245489957264,-149.245489957264,-146.248876426739
"Pantoea.agglomerans.2_15_TSB_1","Quadratic",26,TRUE,0.262332751537666,-6.11215980817739,-5.0212507172683,-2.33787019411294
"Pantoea.agglomerans.2_15_TSB_1","Logistic",26,TRUE,0.765108061773327,-35.8657088028698,-34.7747997119607,-32.0914191888054
"Pantoea.agglomerans.2_25_TSB_1","Quadratic",15,TRUE,0.897570966348728,-17.6141201203674,-15.4323019385492,-15.4899695170607
"Pantoea.agglomerans.2_25_TSB_1","Logistic",15,TRUE,0.928433747654337,-22.9923187794191,-20.8105005976009,-20.8681681761124
"Pantoea.agglomerans.2_35_TSB_1","Quadratic",15,TRUE,0.439737190197267,10.2530367563129,12.4348549381311,12.3771873596196
"Pantoea.agglomerans.2_35_TSB_1","Logistic",15,TRUE,0.95449795371277,-27.4066934222175,-25.2248752403993,-25.2825428189108
"Pantoea.agglomerans.2_5_TSB_1","Quadratic",30,TRUE,0.786132772598886,-42.5621096571746,-41.6390327340977,-38.3585175121881
"Pantoea.agglomerans.2_5_TSB_1","Logistic",30,TRUE,0.939008114171847,-80.2005462667913,-79.2774693437144,-75.9969541218048
"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_15_TSB_1","Quadratic",23,TRUE,0.472740488817754,-1.30129368140834,-0.0381357866715004,2.10518896637911
"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_15_TSB_1","Logistic",23,TRUE,0.956069968091857,-58.4584711855882,-57.1953132908514,-55.0519885378007
"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_25_TSB_1","Quadratic",17,TRUE,0.94889845686726,-14.5780362785727,-12.7318824324189,-12.0783962464041
"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_25_TSB_1","Logistic",17,TRUE,0.960498535591584,-18.9551444318947,-17.1089905857408,-16.455504399726
"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_35_TSB_1","Quadratic",16,TRUE,0.624895349825833,-13.6080269684964,-11.6080269684964,-11.2902608017771
"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_35_TSB_1","Logistic",16,TRUE,0.7464204040348,-19.8724636467975,-17.8724636467975,-17.5546974800782
"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_5_TSB_1","Quadratic",28,TRUE,0.922514011858361,-77.4061851871501,-76.4061851871501,-73.4095716566245
"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_5_TSB_1","Logistic",28,TRUE,0.718865509788888,-41.3215759034864,-40.3215759034864,-37.3249623729608
"Pseudomonas sp._12_APT Broth_9","Quadratic",7,TRUE,0.964437757985931,3.41682968331961,11.4168296833196,3.25456013048555
"Pseudomonas sp._12_APT Broth_9","Logistic",7,TRUE,0.968715625798378,2.51966970409957,10.5196697040996,2.35740015126551
"Pseudomonas sp._15_APT Broth_9","Quadratic",8,TRUE,0.981469187545738,-1.16687683213084,4.83312316786916,-0.928552207091329
"Pseudomonas sp._15_APT Broth_9","Logistic",8,TRUE,0.984763956043864,-2.73304444054536,3.26695555945464,-2.49471981550585
"Pseudomonas sp._2_APT Broth_9","Quadratic",6,TRUE,0.997724382933708,-13.4741991365728,-1.47419913657276,-14.0989207288886
"Pseudomonas sp._2_APT Broth_9","Logistic",6,TRUE,0.995724880756751,-9.69083468695832,2.30916531304168,-10.3155562792742
"Pseudomonas sp._4_APT Broth_9","Quadratic",5,TRUE,0.986348229827494,3.18673765374584,27.1867376537458,2.01505139104814
"Pseudomonas sp._4_APT Broth_9","Logistic",5,FALSE,NA,NA,NA,NA
"Pseudomonas sp._6_APT Broth_9","Quadratic",5,TRUE,0.991793113632804,-0.701379304947203,23.2986206950528,-1.8730655676449
"Pseudomonas sp._6_APT Broth_9","Logistic",5,FALSE,NA,NA,NA,NA
"Pseudomonas sp._8_APT Broth_9","Quadratic",4,TRUE,0.95766439343548,4.29761886791788,NA,2.45650195127755
"Pseudomonas sp._8_APT Broth_9","Logistic",4,FALSE,NA,NA,NA,NA
"Pseudomonas spp._10_Cooked Chicken Breast_3","Quadratic",11,TRUE,0.985479586556964,-19.8348838116358,-16.4063123830644,-18.6411979932407
"Pseudomonas spp._10_Cooked Chicken Breast_3","Logistic",11,TRUE,0.983950512791538,-18.7335482311527,-15.3049768025812,-17.5398624127576
"Pseudomonas spp._10_Raw Chicken Breast_3","Quadratic",13,TRUE,0.973041701634214,-13.7328636251128,-11.0661969584461,-12.0380155527282
"Pseudomonas spp._10_Raw Chicken Breast_3","Logistic",13,TRUE,0.984928579698299,-21.2922454797833,-18.6255788131166,-19.5973974073987
"Pseudomonas spp._10_Salted Chicken Breast_3","Quadratic",13,TRUE,0.956497565644008,-12.5644381679342,-9.89777150126753,-10.8695900955496
"Pseudomonas spp._10_Salted Chicken Breast_3","Logistic",13,TRUE,0.974473789127069,-19.4948824303063,-16.8282157636396,-17.8000343579217
"Pseudomonas spp._15_Cooked Chicken Breast_3","Quadratic",12,TRUE,0.989700595450246,-23.3833609383442,-20.3833609383442,-21.9286409889802
"Pseudomonas spp._15_Cooked Chicken Breast_3","Logistic",12,TRUE,0.986786499634217,-20.3935251896559,-17.3935251896559,-18.9388052402919
"Pseudomonas spp._15_Raw Chicken Breast_3","Quadratic",12,TRUE,0.987788349871971,-21.5713452360033,-18.5713452360033,-20.1166252866393
"Pseudomonas spp._15_Raw Chicken Breast_3","Logistic",12,TRUE,0.992330373604874,-27.1528154797415,-24.1528154797415,-25.6980955303775
"Pseudomonas spp._15_Salted Chicken Breast_3","Quadratic",12,TRUE,0.994922861545851,-38.073445050748,-35.073445050748,-36.618725101384
"Pseudomonas spp._15_Salted Chicken Breast_3","Logistic",12,TRUE,0.996237071506334,-41.6680486207682,-38.6680486207682,-40.2133286714042
"Pseudomonas spp._20_Cooked Chicken Breast_3","Quadratic",9,TRUE,0.972835575159734,-7.53784528845496,-2.73784528845496,-6.9461715564463
"Pseudomonas spp._20_Cooked Chicken Breast_3","Logistic",9,TRUE,0.978951463827566,-9.83353999618756,-5.03353999618756,-9.24186626417891
"Pseudomonas spp._20_Raw Chicken Breast_3","Quadratic",9,TRUE,0.991356743204392,-18.6390384456735,-13.8390384456735,-18.0473647136649
"Pseudomonas spp._20_Raw Chicken Breast_3","Logistic",9,TRUE,0.994986718588594,-23.5412374899195,-18.7412374899195,-22.9495637579108
"Pseudomonas spp._20_Salted Chicken Breast_3","Quadratic",8,TRUE,0.996271395593953,-26.5054842025698,-20.5054842025698,-26.2671595775303
"Pseudomonas spp._20_Salted Chicken Breast_3","Logistic",8,TRUE,0.999369515924418,-40.7238953263596,-34.7238953263596,-40.4855707013201
"Pseudomonas spp._2_Cooked Chicken Breast_3","Quadratic",10,TRUE,0.952640684810026,-3.79546188851116,0.204538111488841,-2.88770660952902
"Pseudomonas spp._2_Cooked Chicken Breast_3","Logistic",10,TRUE,0.970421385085179,-8.50258088521592,-4.50258088521592,-7.59482560623378
"Pseudomonas spp._2_Raw Chicken Breast_3","Quadratic",11,TRUE,0.959201908480285,-10.0804557126727,-6.65188428410127,-8.88676989427759
"Pseudomonas spp._2_Raw Chicken Breast_3","Logistic",11,TRUE,0.971577388246145,-14.0564088690704,-10.627837440499,-12.8627230506753
"Pseudomonas spp._2_Salted Chicken Breast_3","Quadratic",11,TRUE,0.924433764462729,-4.15496621824783,-0.726394789676402,-2.96128039985272
"Pseudomonas spp._2_Salted Chicken Breast_3","Logistic",11,TRUE,0.946762621262738,-8.00770308497638,-4.57913165640495,-6.81401726658127
"Pseudomonas spp._4_Cooked Chicken Breast_3","Quadratic",6,TRUE,0.980326735789214,-13.1634652596774,-1.1634652596774,-13.7881868519932
"Pseudomonas spp._4_Cooked Chicken Breast_3","Logistic",6,TRUE,0.982219527782157,-13.7704239316306,-1.77042393163065,-14.3951455239465
"Pseudomonas spp._4_Raw Chicken Breast_3","Quadratic",7,TRUE,0.97728008078591,-7.31496215941261,0.685037840587395,-7.47723171224667
"Pseudomonas spp._4_Raw Chicken Breast_3","Logistic",7,TRUE,0.981988626952827,-8.94063266603236,-0.940632666032364,-9.10290221886643
"Pseudomonas spp._4_Salted Chicken Breast_3","Quadratic",7,TRUE,0.953833497321492,-6.04370535592577,1.95629464407423,-6.20597490875983
